edad,coste,antig_c,expos,nsin,marca,alarma,sexo,zona,uso
37,0,18,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
38,0,19,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
40,0,21,1,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
30,0,12,0.9973,0,HONDA,si,F,Semi urbano,Trabajo - uso ocasional
31,0,13,0.9973,0,HONDA,si,F,Semi urbano,Trabajo - uso ocasional
32,0,14,1,0,HONDA,si,F,Semi urbano,Trabajo - uso ocasional
33,0,15,0.9973,0,HONDA,si,F,Semi urbano,Trabajo - uso ocasional
34,0,16,0.6301,0,HONDA,si,F,Semi urbano,Trabajo - uso ocasional
34,0,16,0.3644,0,HONDA,si,F,Semi urbano,Trabajo - uso ocasional
59,0,42,0.9973,0,AUDI,si,M,Rural,Trabajo - uso cotidiano
61,0,44,1,0,AUDI,si,M,Rural,Trabajo - uso cotidiano
63,0,46,0.9973,0,AUDI,si,M,Rural,Trabajo - uso cotidiano
46,0,26,0.5699,0,PEUGEOT,si,F,Rural,Trabajo - uso cotidiano
23,0,4,0.263,0,PEUGEOT,si,M,Rural,Trabajo - uso ocasional
24,30803.5,5,0.3671,1,PEUGEOT,si,M,Rural,Trabajo - uso ocasional
24,0,5,0.6301,0,PEUGEOT,si,M,Rural,Trabajo - uso ocasional
26,0,7,0.9973,0,PEUGEOT,si,M,Rural,Trabajo - uso ocasional
27,0,8,0.9973,0,PEUGEOT,si,M,Rural,Trabajo - uso ocasional
33,0,13,0.9973,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
34,0,14,0.9973,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
35,0,15,1,0,RENAULT,no,M,Semi urbano,Trabajo - uso ocasional
36,0,18,0.5808,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
45,0,25,0.9973,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
47,0,27,1,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
49,0,29,0.9973,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
51,0,31,0.0356,0,PEUGEOT,si,F,Semi urbano,Trabajo - uso ocasional
51,0,31,1,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
51,0,31,1,0,PEUGEOT,si,F,Semi urbano,Trabajo - uso ocasional
28,0,8,0.9973,0,Autres,no,M,Semi urbano,Trabajo - uso ocasional
29,0,9,0.0411,0,Autres,no,M,Semi urbano,Trabajo - uso ocasional
30,0,10,0.9315,0,VOLVO,no,M,Semi urbano,Trabajo - uso ocasional
57,0,32,0.9973,0,RENAULT,si,F,Semi urbano,Trabajo - uso cotidiano
58,0,33,0.4438,0,RENAULT,si,F,Semi urbano,Trabajo - uso cotidiano
58,0,33,0.5507,0,RENAULT,si,F,Semi urbano,Trabajo - uso cotidiano
59,0,34,0.9973,0,RENAULT,si,F,Semi urbano,Trabajo - uso cotidiano
60,0,35,1,0,RENAULT,si,F,Semi urbano,Trabajo - uso cotidiano
39,0,20,0.8,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
40,0,21,0.5808,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
41,0,22,1,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
43,0,24,0.9973,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
38,0,18,0.9973,0,GM,no,M,Urbano,Trabajo - uso ocasional
39,0,19,0.6082,0,GM,no,M,Urbano,Trabajo - uso ocasional
39,0,19,0.3863,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
41,2169.88,21,0.9973,1,GM,no,M,Semi urbano,Trabajo - uso ocasional
42,0,22,0.9973,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
43,0,23,0.9973,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
59,0,29,0.9973,0,FORD,si,M,Rural,Trabajo - uso ocasional
60,0,30,1,0,FORD,si,M,Rural,Trabajo - uso ocasional
61,0,31,0.0384,0,FORD,si,M,Rural,Trabajo - uso ocasional
62,0,32,0.9562,0,SEAT,no,M,Rural,Trabajo - uso ocasional
62,0,32,0.9973,0,SEAT,no,M,Rural,Trabajo - uso ocasional
62,0,29,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
63,0,30,1,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
64,0,31,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
65,0,32,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
66,0,33,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
50,0,25,0.9973,0,MAZDA,si,F,Rural,Trabajo - uso cotidiano
51,0,26,0.9973,0,MAZDA,si,F,Rural,Trabajo - uso cotidiano
52,0,27,1,0,MAZDA,si,F,Rural,Trabajo - uso cotidiano
55,0,30,0.0493,0,TOYOTA,no,F,Rural,Trabajo - uso cotidiano
37,0,12,0.3233,0,GM,no,F,Rural,Trabajo - uso ocasional
38,0,13,0.9973,0,GM,no,F,Rural,Trabajo - uso ocasional
39,0,14,1,0,GM,no,F,Rural,Trabajo - uso ocasional
41,0,16,0.389,0,GM,no,F,Rural,Trabajo - uso ocasional
55,0,31,0.9973,0,HONDA,si,F,Semi urbano,Trabajo - uso cotidiano
56,0,32,0.2027,0,HONDA,si,F,Semi urbano,Trabajo - uso cotidiano
71,0,29,0.5014,0,RENAULT,no,M,Semi urbano,Trabajo - uso cotidiano
72,0,30,0.5589,0,RENAULT,no,M,Semi urbano,Trabajo - uso cotidiano
71,0,33,0.4384,0,RENAULT,no,F,Semi urbano,Trabajo - uso cotidiano
72,410.38,34,0.9973,1,RENAULT,no,F,Semi urbano,Trabajo - uso cotidiano
47,0,25,0.9973,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
49,0,27,0.9973,0,NISSAN,si,M,Rural,Trabajo - uso ocasional
50,2038.48,28,0.7041,1,NISSAN,si,M,Rural,Trabajo - uso ocasional
43,0,22,0.9973,0,RENAULT,si,M,Semi urbano,Trabajo - uso ocasional
46,0,25,0.2137,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
46,0,25,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
47,0,26,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
48,2230.96,27,0.9973,1,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
67,0,30,0.3425,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso cotidiano
68,0,31,0.3973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso cotidiano
68,0,31,0.5973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso cotidiano
31,0,11,0.9973,0,ALFA ROMEO,no,M,Semi urbano,Trabajo - uso ocasional
32,0,12,0.6438,0,ALFA ROMEO,no,M,Semi urbano,Trabajo - uso ocasional
35,0,15,0.2082,0,ALFA ROMEO,no,M,Semi urbano,Trabajo - uso ocasional
36,0,16,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
74,0,56,0.9973,0,SEAT,no,M,Rural,Trabajo - uso cotidiano
75,0,59,0.8,0,MAZDA,si,M,Rural,Trabajo - uso cotidiano
77,0,61,0.9973,0,MAZDA,no,M,Rural,Trabajo - uso cotidiano
43,0,25,0.7918,0,NISSAN,si,M,Semi urbano,Trabajo - uso ocasional
44,0,26,0.0137,0,PEUGEOT,si,M,Semi urbano,Trabajo - uso ocasional
44,0,26,0.1863,0,PEUGEOT,si,M,Semi urbano,Trabajo - uso ocasional
44,0,26,1,0,PEUGEOT,si,M,Semi urbano,Trabajo - uso ocasional
46,0,28,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso ocasional
47,0,29,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso ocasional
48,0,30,1,0,NISSAN,no,M,Semi urbano,Trabajo - uso ocasional
64,0,29,0.9973,0,NISSAN,si,M,Rural,Trabajo - uso cotidiano
65,0,30,1,0,NISSAN,si,M,Rural,Trabajo - uso cotidiano
67,0,32,0.1425,0,NISSAN,si,M,Rural,Trabajo - uso cotidiano
67,0,32,0.9973,0,NISSAN,si,M,Rural,Trabajo - uso cotidiano
68,0,33,0.9973,0,NISSAN,si,M,Rural,Trabajo - uso cotidiano
59,600.61,27,0.9973,1,MERCEDES-BENZ,no,F,Semi urbano,Trabajo - uso cotidiano
60,1176.97,28,1,1,MERCEDES-BENZ,no,F,Semi urbano,Trabajo - uso cotidiano
61,0,29,0.1479,0,MERCEDES-BENZ,no,F,Semi urbano,Trabajo - uso cotidiano
62,3203.95,30,0.9973,1,RENAULT,no,F,Semi urbano,Trabajo - uso cotidiano
63,0,31,0.9973,0,RENAULT,no,F,Semi urbano,Trabajo - uso cotidiano
62,3395.21,35,0.9973,1,MITSUBISHI,si,M,Semi urbano,Trabajo - uso cotidiano
64,0,37,1,0,MITSUBISHI,si,M,Semi urbano,Trabajo - uso cotidiano
66,0,39,0.0466,0,SUZUKI,si,M,Semi urbano,Trabajo - uso cotidiano
67,0,40,0.3342,0,SUZUKI,si,M,Semi urbano,Trabajo - uso cotidiano
38,0,16,0.9973,0,SUZUKI,si,M,Semi urbano,Trabajo - uso ocasional
39,0,17,0.9973,0,SUZUKI,si,M,Semi urbano,Trabajo - uso ocasional
40,0,18,0.4274,0,SUZUKI,si,M,Semi urbano,Trabajo - uso ocasional
40,0,18,0.5699,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
41,0,19,0.9808,0,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
42,0,20,0.0137,0,TOYOTA,no,M,Semi urbano,Trabajo - uso ocasional
42,0,20,0.9973,0,TOYOTA,no,M,Semi urbano,Trabajo - uso ocasional
25,0,6,0.7014,0,FIAT,no,F,Semi urbano,Trabajo - uso ocasional
42,0,23,0.9973,0,TOYOTA,si,M,Rural,Trabajo - uso ocasional
43,0,24,1,0,TOYOTA,si,M,Rural,Trabajo - uso ocasional
44,0,25,0.9973,0,TOYOTA,si,M,Rural,Trabajo - uso ocasional
46,0,27,0.9973,0,TOYOTA,si,M,Rural,Trabajo - uso ocasional
47,0,28,1,0,TOYOTA,si,M,Rural,Trabajo - uso ocasional
35,0,15,0.7973,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
37,0,17,0.9507,0,HONDA,si,M,Semi urbano,Trabajo - uso ocasional
55,0,39,0.9973,0,TOYOTA,no,F,Semi urbano,Trabajo - uso ocasional
56,0,40,0.9973,0,TOYOTA,no,F,Semi urbano,Trabajo - uso ocasional
57,0,41,1,0,TOYOTA,no,F,Semi urbano,Trabajo - uso ocasional
58,0,42,0.9973,0,TOYOTA,no,F,Semi urbano,Trabajo - uso ocasional
60,0,44,0.1616,0,TOYOTA,no,F,Semi urbano,Trabajo - uso ocasional
60,0,44,0.6521,0,TOYOTA,no,F,Semi urbano,Trabajo - uso ocasional
55,2233.7,31,1,1,MERCEDES-BENZ,no,M,Rural,Ocio
56,0,32,0.9973,0,MERCEDES-BENZ,no,M,Rural,Trabajo - uso cotidiano
57,0,33,0.9973,0,MERCEDES-BENZ,no,M,Rural,Trabajo - uso cotidiano
58,2236.1,34,0.9973,1,MERCEDES-BENZ,no,M,Rural,Trabajo - uso cotidiano
59,0,35,1,0,MERCEDES-BENZ,no,M,Rural,Trabajo - uso cotidiano
44,0,26,0.9973,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
45,2164.12,27,0.9973,1,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
46,9085.89,28,0.0466,1,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
46,0,28,0.9507,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
47,0,29,0.9973,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
48,0,30,0.9973,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
49,0,31,0.9973,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
50,0,32,1,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
60,0,32,1,0,FORD,si,M,Semi urbano,Trabajo - uso ocasional
62,2519.47,34,0.9973,1,FORD,si,M,Semi urbano,Trabajo - uso ocasional
55,0,27,0.9973,0,HONDA,si,M,Rural,Trabajo - uso cotidiano
58,0,30,0.9973,0,HONDA,si,M,Rural,Trabajo - uso cotidiano
59,0,31,0.7507,0,HONDA,si,M,Rural,Trabajo - uso cotidiano
33,2226.43,14,0.674,1,GM,no,M,Rural,Trabajo - uso ocasional
35,0,16,0.1151,0,RENAULT,no,M,Rural,Trabajo - uso ocasional
36,0,17,0.9973,0,RENAULT,no,M,Rural,Trabajo - uso ocasional
37,0,18,0.6822,0,RENAULT,no,M,Rural,Trabajo - uso ocasional
47,0,27,0.9973,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
51,0,31,0.9973,0,GM,no,M,Semi urbano,Trabajo - uso ocasional
31,1207.34,8,0.9973,1,HONDA,si,F,Semi urbano,Trabajo - uso cotidiano
25,0,6,0.9973,0,PEUGEOT,si,M,Rural,Trabajo - uso ocasional
26,0,7,1,0,PEUGEOT,si,M,Rural,Trabajo - uso ocasional
27,0,8,0.9973,0,PEUGEOT,si,M,Rural,Trabajo - uso ocasional
30,0,12,0.1726,0,HONDA,si,M,Rural,Trabajo - uso ocasional
31,2323.71,13,0.8219,1,HONDA,no,M,Rural,Trabajo - uso ocasional
31,0,13,0.3397,0,HONDA,no,M,Rural,Trabajo - uso ocasional
32,0,14,0.0986,0,HONDA,no,M,Rural,Trabajo - uso ocasional
32,0,14,0.5534,0,HONDA,no,M,Rural,Trabajo - uso ocasional
32,0,14,1,0,HONDA,no,M,Rural,Trabajo - uso ocasional
34,0,16,0.8411,0,NISSAN,no,M,Rural,Trabajo - uso ocasional
35,0,17,0.1616,0,NISSAN,no,M,Rural,Trabajo - uso ocasional
37,0,17,0.3534,0,RENAULT,si,F,Rural,Trabajo - uso cotidiano
37,0,17,0.0384,0,FORD,si,F,Rural,Trabajo - uso cotidiano
37,0,17,0.4767,0,FORD,si,F,Rural,Trabajo - uso ocasional
39,0,19,0.063,0,HONDA,si,F,Rural,Trabajo - uso ocasional
39,914.32,19,0.3863,1,HONDA,no,F,Rural,Trabajo - uso ocasional
41,0,21,0.9973,0,HONDA,no,F,Rural,Trabajo - uso ocasional
62,0,25,0.9973,0,BMW,no,M,Semi urbano,Trabajo - uso cotidiano
63,0,26,0.7808,0,BMW,no,M,Semi urbano,Trabajo - uso cotidiano
64,0,27,0.2137,0,BMW,no,M,Semi urbano,Trabajo - uso cotidiano
47,0,21,0.0767,0,VOLKSWAGEN,no,F,Semi urbano,Trabajo - uso cotidiano
47,0,21,0.9178,0,VOLKSWAGEN,no,F,Semi urbano,Trabajo - uso cotidiano
48,0,22,0.9973,0,VOLKSWAGEN,no,F,Semi urbano,Trabajo - uso cotidiano
35,0,17,0.9973,0,PEUGEOT,si,M,Semi urbano,Trabajo - uso cotidiano
36,0,18,0.2603,0,PEUGEOT,si,M,Semi urbano,Trabajo - uso cotidiano
37,0,19,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
38,0,20,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
39,0,21,0.9973,0,HONDA,no,M,Semi urbano,Trabajo - uso cotidiano
41,0,21,1,0,FORD,no,M,Semi urbano,Trabajo - uso ocasional
43,0,23,0.211,0,FORD,no,M,Semi urbano,Trabajo - uso ocasional
39,0,18,1,0,FORD,si,F,Semi urbano,Trabajo - uso cotidiano
42,0,21,0.9973,0,FORD,si,F,Semi urbano,Trabajo - uso cotidiano
34,3239.01,16,0.0932,1,HONDA,no,M,Semi urbano,Trabajo - uso ocasional
44,0,24,0.9973,0,FORD,si,F,Rural,Trabajo - uso ocasional
45,0,25,1,0,FORD,si,F,Rural,Trabajo - uso ocasional
46,0,26,0.9315,0,MERCEDES-BENZ,si,F,Rural,Trabajo - uso ocasional
47,0,27,0.9973,0,MERCEDES-BENZ,si,F,Rural,Trabajo - uso ocasional
48,0,28,0.9973,0,MERCEDES-BENZ,si,F,Rural,Trabajo - uso ocasional
48,2752.92,24,0.9973,1,HYUNDAI,no,M,Semi urbano,Trabajo - uso ocasional
29,0,8,0.9973,0,FORD,si,F,Semi urbano,Trabajo - uso ocasional
30,0,9,0.9973,0,FORD,si,F,Semi urbano,Trabajo - uso ocasional
31,5897.58,10,0.2082,1,FORD,si,F,Semi urbano,Trabajo - uso ocasional
31,0,10,0.789,0,FORD,no,F,Semi urbano,Trabajo - uso ocasional
32,0,11,0.9973,0,FORD,no,F,Semi urbano,Trabajo - uso ocasional
55,0,32,1,0,DAIHATSU,no,M,Semi urbano,Trabajo - uso ocasional
57,0,34,0.9973,0,DAIHATSU,no,M,Semi urbano,Trabajo - uso ocasional
52,0,29,0.9973,0,FIAT,si,F,Semi urbano,Trabajo - uso cotidiano
53,0,30,0.6411,0,FIAT,si,F,Semi urbano,Trabajo - uso cotidiano
54,0,31,0.3534,0,FIAT,si,F,Semi urbano,Trabajo - uso cotidiano
28,2251.21,10,1,1,FORD,no,M,Rural,Trabajo - uso ocasional
30,2457.91,12,0.8658,1,FORD,no,M,Rural,Trabajo - uso ocasional
31,0,13,0.1288,0,FORD,no,M,Rural,Trabajo - uso ocasional
55,0,31,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
56,0,32,1,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
57,0,33,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
58,0,34,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
59,0,35,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
67,0,30,0.3863,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
67,0,30,0.6082,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
68,0,31,1,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
70,0,33,0.9973,0,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
71,2076.94,34,0.9973,1,NISSAN,no,M,Semi urbano,Trabajo - uso cotidiano
53,0,26,1,0,MITSUBISHI,no,M,Rural,Trabajo - uso ocasional
54,0,27,0.9973,0,MITSUBISHI,no,M,Rural,Trabajo - uso ocasional
56,0,29,0.3178,0,HONDA,no,M,Rural,Trabajo - uso ocasional
57,0,30,1,0,HONDA,no,M,Rural,Trabajo - uso ocasional
37,0,10,0.9973,0,VOLKSWAGEN,no,F,Semi urbano,Trabajo - uso ocasional
31,2589.55,13,0.4603,1,RENAULT,si,M,Rural,Trabajo - uso ocasional
32,0,14,0.2493,0,RENAULT,si,M,Rural,Trabajo - uso ocasional
25,0,5,1,0,TOYOTA,no,M,Rural,Trabajo - uso ocasional
26,2885.72,6,0.9973,1,TOYOTA,no,M,Rural,Trabajo - uso ocasional
27,0,7,0.5918,0,TOYOTA,no,M,Rural,Trabajo - uso ocasional
28,0,8,0.9973,0,TOYOTA,no,M,Rural,Trabajo - uso ocasional
45,0,23,0.9973,0,HONDA,si,M,Rural,Trabajo - uso cotidiano
46,0,24,0.3233,0,HONDA,si,M,Rural,Trabajo - uso cotidiano
46,0,24,0.6712,0,HONDA,no,M,Rural,Trabajo - uso cotidiano
47,2356.76,25,1,1,HONDA,no,M,Rural,Trabajo - uso cotidiano
48,0,26,0.0082,0,HONDA,no,M,Rural,Trabajo - uso cotidiano
48,0,26,0.9863,0,HONDA,no,M,Rural,Trabajo - uso cotidiano
50,0,28,0.3534,0,HONDA,no,M,Rural,Trabajo - uso cotidiano
50,0,28,0.7918,0,HONDA,no,M,Rural,Trabajo - uso cotidiano
49,0,24,0.2082,0,HONDA,no,F,Semi urbano,Trabajo - uso ocasional
50,0,25,0.4027,0,HONDA,no,F,Semi urbano,Trabajo - uso ocasional
51,0,26,0.5151,0,HONDA,no,F,Semi urbano,Trabajo - uso ocasional
52,0,27,0.1781,0,HONDA,no,F,Semi urbano,Trabajo - uso ocasional
52,0,27,0.3014,0,HONDA,no,F,Semi urbano,Trabajo - uso ocasional
40,0,22,0.5178,0,VOLKSWAGEN,no,F,Rural,Trabajo - uso ocasional
41,0,23,0.9973,0,GM,no,F,Rural,Trabajo - uso ocasional
43,0,25,0.9973,0,GM,no,F,Rural,Trabajo - uso ocasional
44,0,26,1,0,GM,no,F,Rural,Trabajo - uso ocasional
32,0,13,0.9973,0,HONDA,si,M,Semi urbano,Trabajo - uso cotidiano
33,0,14,0.9973,0,HONDA,si,M,Semi urbano,Trabajo - uso cotidiano
34,0,15,0.5616,0,HONDA,si,M,Semi urbano,Trabajo - uso cotidiano
35,0,16,0.9973,0,HONDA,si,M,Semi urbano,Trabajo - uso cotidiano
37,0,18,0.9973,0,HONDA,si,M,Semi urbano,Trabajo - uso cotidiano
58,0,31,0.5699,0,HONDA,no,F,Rural,Trabajo - uso cotidiano
58,0,31,0.9973,0,HONDA,no,F,Rural,Trabajo - uso cotidiano
60,0,33,0.9973,0,HONDA,no,F,Rural,Trabajo - uso cotidiano
61,0,34,0.9973,0,HONDA,no,F,Rural,Trabajo - uso cotidiano
62,0,35,0.9973,0,HONDA,no,F,Rural,Trabajo - uso cotidiano
39,0,20,0.9973,0,AUDI,no,F,Rural,Trabajo - uso ocasional
40,597.25,21,1,1,AUDI,no,F,Rural,Trabajo - uso ocasional
41,0,22,0.0082,0,AUDI,no,F,Rural,Trabajo - uso ocasional
38,0,20,0.9973,0,CHRYSLER,no,M,Rural,Ocio
39,0,21,0.9973,0,CHRYSLER,no,M,Rural,Ocio
41,0,23,0.9973,0,CHRYSLER,no,M,Rural,Ocio
42,0,24,0.9973,0,CHRYSLER,no,M,Rural,Ocio
43,0,25,0.9973,0,CHRYSLER,no,M,Rural,Ocio
44,0,26,1,0,CHRYSLER,no,M,Rural,Ocio
52,0,30,0.7534,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
53,0,31,0.9973,0,GM,si,F,Semi urbano,Trabajo - uso ocasional
46,0,25,0.3836,0,RENAULT,si,F,Urbano,Trabajo - uso ocasional
47,0,26,0.611,0,RENAULT,si,F,Urbano,Trabajo - uso ocasional
48,0,27,1,0,RENAULT,si,F,Urbano,Trabajo - uso ocasional
49,0,28,0.9973,0,RENAULT,si,F,Urbano,Trabajo - uso ocasional
50,0,29,0.8603,0,RENAULT,si,F,Urbano,Trabajo - uso ocasional
51,0,30,0.9973,0,RENAULT,si,F,Semi urbano,Trabajo - uso ocasional
36,0,18,0.1096,0,ROVER,no,M,Rural,Trabajo - uso ocasional
36,0,18,0.1644,0,ROVER,no,M,Rural,Trabajo - uso ocasional
36,2341.84,18,0.8301,1,ROVER,no,M,Rural,Trabajo - uso ocasional
37,0,19,1,0,ROVER,no,M,Rural,Trabajo - uso ocasional
39,2984.6,21,0.6904,2,ROVER,no,M,Rural,Trabajo - uso ocasional
40,0,22,0.3041,0,GM,no,M,Rural,Trabajo - uso ocasional
40,0,22,0.9973,0,GM,no,M,Rural,Trabajo - uso ocasional
35,0,16,0.4301,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
35,2437.58,16,0.5644,1,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
36,0,17,0.9973,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
38,0,19,0.0548,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
38,0,19,0.9397,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
39,0,20,0.9973,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
40,0,21,0.7863,0,VOLKSWAGEN,no,M,Rural,Trabajo - uso ocasional
32,4283.25,6,0.9973,2,FIAT,si,M,Urbano,Trabajo - uso cotidiano
35,0,9,0.8849,0,FIAT,si,M,Urbano,Trabajo - uso cotidiano
36,0,10,0.6959,0,FIAT,si,M,Urbano,Trabajo - uso cotidiano
37,0,11,0.2849,0,FIAT,si,M,Urbano,Trabajo - uso ocasional
37,0,11,0.0658,0,FIAT,si,M,Urbano,Trabajo - uso ocasional
37,0,11,0.9288,0,FIAT,si,M,Semi urbano,Trabajo - uso ocasional
36,0,18,0.1699,0,VOLVO,no,M,Rural,Trabajo - uso ocasional
36,0,18,0.3726,0,VOLVO,no,M,Rural,Trabajo - uso ocasional
36,2769.19,18,0.4521,1,RENAULT,no,M,Rural,Trabajo - uso ocasional
37,0,19,0.9973,0,RENAULT,no,M,Rural,Trabajo - uso ocasional
38,0,20,0.9973,0,RENAULT,no,M,Rural,Trabajo - uso ocasional
39,0,21,0.9973,0,RENAULT,no,M,Rural,Trabajo - uso ocasional
43,0,23,0.9973,0,FORD,si,M,Semi urbano,Trabajo - uso ocasional
44,0,24,0.9973,0,FORD,si,M,Semi urbano,Trabajo - uso ocasional
45,0,25,0.9973,0,FORD,si,M,Semi urbano,Trabajo - uso ocasional
34,0,17,1,0,MITSUBISHI,no,M,Semi urbano,Trabajo - uso ocasional
35,0,18,0.9973,0,MITSUBISHI,no,M,Semi urbano,Trabajo - uso ocasional
36,0,19,0.6247,0,MITSUBISHI,no,M,Semi urbano,Trabajo - uso ocasional
36,0,19,0.3699,0,MITSUBISHI,no,M,Semi urbano,Trabajo - uso ocasional
53,2682.28,31,0.6603,1,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
53,0,31,0.3233,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
54,0,32,0.0082,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
54,0,32,0.7616,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
55,0,33,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
56,0,34,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
57,0,35,0.9973,0,VOLKSWAGEN,no,M,Semi urbano,Trabajo - uso ocasional
25,3119.02,5,0.6712,1,FIAT,si,M,Rural,Trabajo - uso cotidiano
27,0,7,0.9973,0,FIAT,si,M,Rural,Trabajo - uso cotidiano
28,0,8,0.5068,0,FIAT,si,M,Rural,Trabajo - uso cotidiano
41,0,23,0.6274,0,VOLKSWAGEN,si,F,Rural,Ocio
36,2248.55,19,0.8877,1,BMW,no,M,Semi urbano,Ocio
37,2163.57,20,0.9973,1,BMW,no,M,Semi urbano,Ocio
39,0,22,0.9973,0,BMW,no,M,Semi urbano,Ocio
40,0,23,0.9973,0,BMW,no,M,Semi urbano,Ocio
41,0,24,0.9973,0,BMW,no,M,Semi urbano,Ocio
42,0,25,1,0,BMW,no,M,Semi urbano,Ocio
40,0,20,0.3479,0,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
40,14452.65,20,0.4055,1,VOLKSWAGEN,si,M,Rural,Trabajo - uso ocasional
41,0,21,0.3205,0,GM,no,M,Rural,Trabajo - uso ocasional
42,0,22,0.9973,0,MITSUBISHI,no,M,Rural,Trabajo - uso ocasional
68,0,28,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
69,0,29,0.9973,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
72,0,32,0.5945,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
73,0,33,0.4,0,PEUGEOT,no,M,Semi urbano,Trabajo - uso cotidiano
28,0,8,0.9973,0,HONDA,no,F,Rural,Trabajo - uso ocasional
30,0,10,1,0,HONDA,no,F,Rural,Trabajo - uso ocasional
31,157.62,11,0.9973,1,HONDA,no,F,Rural,Trabajo - uso ocasional
